unit,facility,geo\time	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 	1972 	1971 	1970 	1969 	1968 	1967 	1966 	1965 	1964 	1963 	1962 	1961 	1960 
NR,HBEDI_PSY,IE	: 	1629.00 	1640.00 	1610.00 	1609.00 	1624.00 	1748.00 	1760.00 b	3511.00 	3721.00 	3897.00 	3975.00 	4121.00 	4334.00 	4554.00 	4947.00 	5369.00 	5344.00 	5557.00 	5754.00 	6171.00 	6669.00 	7001.00 	7561.00 	8017.00 	8918.00 	9228.00 	9832.00 	10641.00 	11938.00 b	11559.00 	12097.00 	12547.00 	12802.00 	13428.00 	13618.00 	13441.00 	13974.00 	14094.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,IS	145.00 	145.00 	145.00 	150.00 	152.00 	152.00 	153.00 	190.00 	194.00 	185.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,IT	: 	5671.00 	5642.00 	5734.00 	5682.00 	6086.00 	6089.00 	6382.00 	6585.00 	6861.00 	7675.00 	7761.00 	7604.00 	7800.00 	8233.00 	8210.00 	8441.00 	9217.00 	18825.00 	22568.00 	31198.00 	27584.00 	39115.00 	39668.00 	41168.00 	42431.00 	47786.00 	47480.00 	52840.00 	55978.00 	58415.00 	63188.00 	63948.00 	68595.00 	72266.00 	75590.00 	82187.00 	85971.00 	92739.00 	98993.00 	102716.00 	106002.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,LI	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,LT	: 	2986.00 	3164.00 	3248.00 	3306.00 	3368.00 	3303.00 	3409.00 	3453.00 	3453.00 	3474.00 	3530.00 	3669.00 	3722.00 	3816.00 	4262.00 	4470.00 	4477.00 	4445.00 	4604.00 	4807.00 	4857.00 	4968.00 	5431.00 	5495.00 	5920.00 	6095.00 	7055.00 	7010.00 	6935.00 	6680.00 	6645.00 	6665.00 	6380.00 	6260.00 	5945.00 	5655.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,LU	452.00 	452.00 	452.00 	452.00 	458.00 	454.00 	446.00 	446.00 	432.00 	432.00 	432.00 	452.00 	501.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,LV	: 	2496.00 	2513.00 	2524.00 	2615.00 	2657.00 	2675.00 	3028.00 	3506.00 	3510.00 	3531.00 	3567.00 	3632.00 	3631.00 	3701.00 	4013.00 	4407.00 b	4408.00 	4771.00 	4767.00 	4859.00 	5436.00 	5568.00 	5805.00 	5894.00 	6359.00 	6934.00 	7055.00 	5480.00 	5470.00 	5470.00 	5305.00 	: 	: 	: 	: 	5165.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,ME	307.00 	307.00 	307.00 	311.00 	311.00 	311.00 	311.00 	311.00 	311.00 	311.00 	327.00 	374.00 	373.00 	373.00 	373.00 	373.00 	373.00 	373.00 	373.00 	373.00 	373.00 	393.00 	396.00 	413.00 	413.00 	480.00 	497.00 	360.00 	360.00 	360.00 	361.00 	363.00 	363.00 	363.00 	356.00 	350.00 	350.00 	350.00 	359.00 	359.00 	391.00 	395.00 	285.00 	285.00 	250.00 	240.00 	240.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,MK	: 	1043.00 	1013.00 	1128.00 	1161.00 	1148.00 	1137.00 	1163.00 	1168.00 	1168.00 	1193.00 	1235.00 	1298.00 	1358.00 	1366.00 	1386.00 	1434.00 	1469.00 	1469.00 	1410.00 	1490.00 	1525.00 	1511.00 	1534.00 	1558.00 	1624.00 	1624.00 	1635.00 	1635.00 	1630.00 	1595.00 	1575.00 	: 	: 	: 	: 	1520.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,MT	569.00 	569.00 	570.00 	614.00 	592.00 	596.00 	602.00 	644.00 	694.00 	693.00 	686.00 	686.00 	646.00 	568.00 	551.00 	563.00 	666.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,NL	: 	: 	: 	21279.00 	21146.00 b	: 	: 	23020.00 	22590.00 	22070.00 	22350.00 b	22957.00 	22210.00 	22514.00 	22665.00 	24701.00 b	24793.00 	26152.00 	26103.00 	26657.00 	26675.00 	26417.00 b	26678.00 	26707.00 	26542.00 	26607.00 	26553.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,NO	: 	5898.00 	5968.00 	5881.00 	6075.00 	6420.00 	6528.00 	6635.00 	6676.00 	6961.00 	7124.00 	7168.00 	6990.00 	5633.00 	5751.00 b	3282.00 	3108.00 	3151.00 	3190.00 	3037.00 	3013.00 	3112.00 	3175.00 	3338.00 	3310.00 	3467.00 	3762.00 	4420.00 	4988.00 	5145.00 	5087.00 	5261.00 	: 	: 	: 	: 	7833.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,PL	: 	24813.00 	24770.00 	24352.00 	24327.00 b	24278.00 	24097.00 	24460.00 	24713.00 	25380.00 	25930.00 	25721.00 	26191.00 	27299.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,PT	: 	6584.00 e	6522.00 	6767.00 	6571.00 	6763.00 	6816.00 	6948.00 	7098.00 	7246.00 	7319.00 	7467.00 	7597.00 	7547.00 	7386.00 	7737.00 	7890.00 	8090.00 b	6958.00 	7117.00 	7320.00 	7191.00 	7154.00 	7180.00 	7263.00 	8558.00 	8799.00 	8804.00 	8845.00 	9121.00 	8987.00 	8478.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,RO	: 	16785.00 	16783.00 	16820.00 	16741.00 	16653.00 	16813.00 	17153.00 	16812.00 	16834.00 	16954.00 	16497.00 	16467.00 	16567.00 	18094.00 	18322.00 	18299.00 	19973.00 b	19920.00 	20120.00 	20044.00 	20068.00 	20200.00 	20418.00 	20538.00 	21961.00 	22131.00 	22083.00 	22144.00 	22194.00 	22418.00 	22412.00 	: 	: 	: 	: 	22304.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,RS	: 	5372.00 	5384.00 	5399.00 	5378.00 	5551.00 	5557.00 	5400.00 	5354.00 	5500.00 	5642.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,SE	: 	4341.00 	4369.00 	4394.00 	4384.00 b	4436.00 	4457.00 	4449.00 	4429.00 	4467.00 	4477.00 	4347.00 	4507.00 	4606.00 	4850.00 	5218.00 b	5565.00 	5786.00 	5872.00 	6267.00 	7276.00 	8372.00 	9797.00 	10865.00 	11846.00 	12960.00 	14533.00 	15535.00 	16844.00 	17818.00 	19189.00 	20906.00 	23853.00 	24358.00 	24850.00 	25843.00 	26962.00 	28024.00 	29807.00 	30627.00 	31348.00 	32271.00 	33132.00 	33961.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,SI	: 	1383.00 	1365.00 	1365.00 	1370.00 	1344.00 	1333.00 	1339.00 	1397.00 	1369.00 	1430.00 	1472.00 	1471.00 	1471.00 	1477.00 	1496.00 	1525.00 	1537.00 	1583.00 	1583.00 	1599.00 	1594.00 	1594.00 	1594.00 	1614.00 	1614.00 	1614.00 	1614.00 	1614.00 	1614.00 	1614.00 	1614.00 	: 	: 	: 	: 	1817.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,SK	: 	4383.00 	4431.00 	4417.00 	4199.00 	4148.00 	4316.00 	4336.00 	4379.00 	4450.00 	4514.00 	4502.00 	4669.00 	4831.00 	5060.00 	5003.00 	5031.00 	4995.00 	4995.00 	5005.00 	4864.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,TR	: 	4231.00 	4259.00 	4392.00 	4393.00 	4542.00 	4692.00 	4742.00 	4359.00 	3507.00 	4443.00 	4042.00 	3913.00 	4149.00 	4356.00 	4332.00 	3627.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDI_PSY,UK	: 	27040.00 	29782.00 	30677.00 	31625.00 	32910.00 	33894.00 b	37457.00 	38967.00 	40118.00 	41850.00 	44537.00 	47033.00 	49410.00 	50253.00 	51864.00 	54117.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,AL	: 	: 	: 	8366.00 	8366.00 	8374.00 	8708.00 	8805.00 	: 	9191.00 	9344.00 	9284.00 	9405.00 	9514.00 	9687.00 	9991.00 	10162.00 	10207.00 	10237.00 	10133.00 	10319.00 	10371.00 	9661.00 	12136.00 	12803.00 	13035.00 	13228.00 	13150.00 	12350.00 	12212.00 	12271.00 	12240.00 	12006.00 	11610.00 	11578.00 	11411.00 	11411.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,AT	: 	65138.00 	64815.00 	64825.00 	64691.00 	64417.00 	64008.00 	64069.00 	64018.00 	64307.00 	63354.00 	63248.00 	63206.00 	62806.00 	63092.00 	63114.00 	63674.00 	64594.00 	65373.00 	66480.00 	67173.00 	67853.00 	68218.00 	68729.00 	69268.00 	70143.00 	71324.00 	72494.00 	73214.00 	74156.00 	75032.00 	75168.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,BE	69464.00 	69730.00 	69924.00 	69940.00 	70032.00 	70138.00 	70170.00 	70265.00 	70410.00 	70461.00 	70714.00 b	77799.00 	77881.00 	77905.00 	78272.00 	78763.00 	79639.00 	79906.00 	80267.00 	80835.00 	80970.00 	75149.00 	76844.00 	77659.00 	77829.00 	77207.00 	76703.00 	82632.00 	83090.00 	88550.00 	89590.00 	91790.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,BG	: 	51933.00 	51505.00 	49522.00 	48308.00 	47391.00 	48934.00 	50041.00 	49507.00 	48749.00 	47719.00 	49626.00 	47709.00 	49171.00 	51030.00 	56984.00 	60552.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,CH	: 	37965.00 	37540.00 	37836.00 	38402.00 	38533.00 	38852.00 	39527.00 	39852.00 	40475.00 	40347.00 	41196.00 	41897.00 	42742.00 	43308.00 	43643.00 	45170.00 	47209.00 	47119.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,CY	: 	2895.00 	2912.00 	2938.00 	2990.00 	2988.00 	2958.00 	3040.00 	2977.00 	2916.00 	2856.00 	2842.00 	: 	: 	: 	: 	3139.00 	: 	: 	: 	: 	3298.00 	: 	3270.00 	3331.00 	3391.00 	3405.00 	3413.00 	3396.00 	3360.00 	3387.00 	3294.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,CZ	: 	68392.00 	67937.00 b	67888.00 	70014.00 	71750.00 	73746.00 	74607.00 	74924.00 	75502.00 	76245.00 	77309.00 	78004.00 	78825.00 	79177.00 	79354.00 	79985.00 b	79551.00 	81673.00 	82835.00 	85246.00 	87784.00 	: 	: 	: 	: 	102810.00 	: 	: 	: 	: 	104493.00 	: 	: 	: 	: 	103895.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,DE	: 	664364.00 	666337.00 	667560.00 	670443.00 	672573.00 	674473.00 	674830.00 	674420.00 	677799.00 	683484.00 	698303.00 	707806.00 	721690.00 	731919.00 	741933.00 	749473.00 	754865.00 	762596.00 	769294.00 	783631.00 	790756.00 	790851.00 	784289.00 	796905.00 	809737.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,DK	14871.00 	14380.00 	15174.00 b	17241.00 	: 	17433.00 b	19405.00 	19296.00 	19615.00 	20159.00 	20613.00 	20902.00 	21462.00 	22281.00 	23040.00 	22604.00 	22927.00 	23352.00 	24082.00 	24538.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,EE	: 	6524.00 	6584.00 	6597.00 b	7309.00 	7114.00 	7022.00 	7166.00 	7530.00 	7349.00 	7476.00 	7292.00 	7690.00 	7857.00 	8248.00 	9160.00 	9828.00 	10358.00 	10509.00 	10794.00 	11184.00 	11994.00 	12521.00 	14377.00 	14843.00 	17626.00 	18129.00 	18709.00 	18754.00 	18769.00 	18790.00 	18645.00 	18565.00 	18565.00 	18520.00 	18400.00 	18000.00 	17190.00 	16515.00 	16050.00 	15910.00 	15600.00 	15450.00 	15395.00 	15180.00 	15075.00 	14730.00 	14495.00 	14475.00 	14340.00 	14090.00 	13885.00 	: 	: 	: 	: 	: 
NR,HBEDT,EL	: 	45945.00 	46160.00 	46510.00 	49100.00 	49692.00 	49828.00 	54704.00 	53652.00 	53888.00 	53701.00 	52511.00 	51871.00 	51762.00 	51781.00 	52276.00 	51500.00 	51404.00 	52495.00 	52474.00 	52586.00 	52227.00 	51788.00 	52144.00 	51422.00 	51297.00 	51329.00 	51448.00 	51587.00 	51745.00 	52864.00 	54438.00 	57081.00 	57496.00 	58938.00 	59914.00 	60067.00 	60073.00 	58994.00 	59117.00 	58574.00 	58501.00 	56885.00 	56118.00 	55958.00 	56232.00 	54633.00 	53733.00 	53260.00 	52173.00 	51638.00 	50323.00 	48363.00 	49786.00 	49247.00 	48779.00 	48239.00 
NR,HBEDT,ES	: 	138368.00 	137877.00 	138153.00 	139994.00 	142640.00 	145207.00 	146310.00 	146934.00 	146840.00 	146241.00 	145863.00 	145877.00 	144916.00 	146104.00 	146369.00 	148081.00 	149646.00 	150010.00 	151345.00 	153433.00 	154644.00 	157433.00 	158944.00 	161537.00 	164451.00 	165897.00 	168514.00 	170076.00 	171155.00 	171860.00 	175410.00 	: 	: 	: 	: 	201035.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	157598.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,EU28	: 	2621039.00 	2635201.00 	2647749.00 	2669401.00 	2692360.00 	2720057.00 	2777981.00 	2811565.00 	2827406.00 	2860662.00 	2899560.00 	2928764.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,FI	: 	23854.00 	24741.00 	26499.00 	28685.00 	29751.00 	31396.00 	33380.00 	34900.00 	35609.00 	36793.00 	37000.00 	37117.00 	37759.00 	38232.00 	38715.00 	39027.00 b	39285.00 	40055.00 	40586.00 	41591.00 	41483.00 	41695.00 	41807.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,FR	: 	408245.00 	410921.00 	413206.00 	414840.00 	414204.00 	416710.00 	429674.00 	443008.00 	450615.00 	451110.00 	455175.00 	462143.00 	468418.00 	475431.00 	479025.00 	484279.00 	494960.00 	500846.00 	507996.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,HR	: 	23409.00 	25036.00 	24933.00 	25129.00 	25030.00 	24831.00 	23806.00 	24282.00 	24352.00 	24237.00 	24220.00 	24549.00 	24927.00 	25187.00 	26618.00 	26955.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,HU	: 	68843.00 	68910.00 	69621.00 	69449.00 	71669.00 	71818.00 	71600.00 	71322.00 	72260.00 b	80341.00 	79834.00 	79722.00 	79976.00 	80360.00 	80665.00 	83271.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,IE	: 	12169.00 	11989.00 	11837.00 	11692.00 	12008.00 	12434.00 	12813.00 b	21789.00 	22421.00 	22472.00 	22711.00 	22961.00 	22668.00 	22732.00 	22658.00 	23334.00 	23447.00 	23735.00 	24092.00 	24622.00 	25168.00 	25353.00 	25868.00 	27096.00 	28090.00 	28199.00 	28905.00 	29646.00 	32334.00 b	28042.00 	29030.00 	29606.00 	30163.00 	30758.00 	31034.00 	30834.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,IS	1052.00 	1030.00 	1032.00 	1038.00 	1041.00 	1050.00 	1140.00 	1178.00 	1241.00 	1283.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,IT	: 	194065.00 	195189.00 	199474.00 	203723.00 	208854.00 	215980.00 	218264.00 	223015.00 	228286.00 	232168.00 	234375.00 	231915.00 	239566.00 	253411.00 	262861.00 	268057.00 	280438.00 	315848.00 	334613.00 	372352.00 	356242.00 	373408.00 	380420.00 	389457.00 	385691.00 	410026.00 	399700.00 	424417.00 	440187.00 	450337.00 	470579.00 	481413.00 	500828.00 	515407.00 	529221.00 	542260.00 	554595.00 	562329.00 	573923.00 	582003.00 	588103.00 	583646.00 	576744.00 	575162.00 	572304.00 	568513.00 	560336.00 	542834.00 	528276.00 	515607.00 	503110.00 	493563.00 	485336.00 	472314.00 	459950.00 	450539.00 
NR,HBEDT,LI	60.00 	60.00 	61.00 	61.00 	78.00 	78.00 	78.00 	70.00 b	85.00 	85.00 	85.00 	94.00 	94.00 	94.00 	94.00 	94.00 	94.00 	95.00 	97.00 	98.00 	98.00 	98.00 	98.00 	98.00 	98.00 	98.00 	100.00 	100.00 	100.00 	100.00 	100.00 	100.00 	100.00 	100.00 	100.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,LT	: 	20236.00 	21176.00 	21538.00 	22206.00 	22511.00 	22190.00 	22719.00 	22958.00 	23233.00 	23379.00 	24200.00 	25551.00 	26823.00 	27892.00 	28923.00 	30912.00 	31552.00 	32185.00 	34318.00 	38171.00 	39703.00 	40863.00 	43584.00 	44569.00 	46173.00 	46175.00 	46640.00 	46815.00 	46275.00 	45685.00 	45285.00 	44085.00 	43085.00 	42490.00 	41885.00 	41185.00 	39980.00 	39080.00 	38280.00 	37680.00 	36870.00 	35450.00 	34670.00 	33970.00 	33170.00 	32370.00 	31380.00 	30270.00 	29205.00 	27955.00 	26565.00 	25600.00 	24660.00 	23660.00 	22780.00 	21740.00 
NR,HBEDT,LU	2746.00 	2746.00 	2746.00 	2746.00 	2736.00 	2736.00 	2721.00 	2721.00 	2721.00 	2721.00 	2671.00 	2691.00 	2929.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,LV	: 	11261.00 	11279.00 	11673.00 	11972.00 	12111.00 	11920.00 	14434.00 	16907.00 	17233.00 	17407.00 	17696.00 	17911.00 	18199.00 	18174.00 	19349.00 	20773.00 b	21594.00 	23165.00 	23840.00 	25641.00 	27808.00 	30388.00 	31353.00 	33166.00 	35596.00 	35785.00 	35951.00 	37400.00 	37400.00 	36900.00 	35170.00 	: 	: 	: 	: 	34890.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	28140.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,ME	2446.00 	2446.00 	2446.00 	2416.00 	2466.00 	2466.00 	2466.00 	2437.00 	2422.00 	2491.00 	2586.00 	2608.00 	2622.00 	2620.00 	2599.00 	2634.00 	2616.00 	2608.00 	2604.00 	2622.00 	2607.00 	2564.00 	2561.00 	2592.00 	2606.00 	3065.00 	3207.00 	5285.00 	5377.00 	4954.00 	5550.00 	4695.00 	4812.00 	5035.00 	5032.00 	4955.00 	4134.00 	4012.00 	4224.00 	4180.00 	4201.00 	4148.00 	3674.00 	3663.00 	3214.00 	3273.00 	3166.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,MK	: 	9084.00 	9088.00 	9177.00 	9076.00 	9279.00 	9434.00 	9183.00 	9306.00 	9326.00 	9440.00 	9569.00 	9699.00 	9743.00 	9770.00 	10045.00 	10248.00 	10293.00 	10333.00 	10298.00 	10311.00 	10645.00 	10800.00 	10824.00 	10876.00 	11086.00 	11119.00 	11097.00 	10987.00 	10840.00 	10900.00 	10853.00 	10568.00 	10367.00 	10343.00 	9928.00 	9820.00 	9769.00 	9494.00 	9533.00 	9464.00 	9555.00 	9448.00 	9201.00 	9214.00 	8998.00 	8884.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,MT	2127.00 	2041.00 	1994.00 	2034.00 	1977.00 	1824.00 b	1874.00 	1993.00 b	3025.00 	3192.00 	3068.00 	3007.00 	2992.00 	2961.00 	2963.00 	2974.00 b	2113.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,NL	: 	: 	: 	70310.00 	71128.00 b	: 	: 	76980.00 	77270.00 	77680.00 	78140.00 b	72698.00 	72804.00 	73011.00 	73814.00 	74625.00 b	76859.00 	79690.00 	80195.00 	80964.00 	80907.00 	81437.00 b	82692.00 b	85192.00 	86015.00 	86359.00 	87078.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,NO	: 	19519.00 	19751.00 	19600.00 	19937.00 	20778.00 	21044.00 	21840.00 	22101.00 	22906.00 	23427.00 	23861.00 	24086.00 	22774.00 	22662.00 b	17227.00 	17052.00 	17344.00 	17351.00 	17383.00 	17390.00 	17508.00 	17709.00 	17753.00 	18033.00 	18518.00 	19802.00 	20953.00 	22743.00 	24065.00 	24446.00 	24776.00 	: 	: 	: 	: 	29716.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,HBEDT,PL	: 	252029.00 	251904.00 	251383.00 	252352.00 b	252281.00 	251456.00 	253815.00 	252375.00 b	244877.00 	246851.00 	248860.00 	254601.00 	255168.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
